CODIGO_PRODUTO,DESCRICAO_MATERIAL,TEXTO_DESCRITIVO
217075,KIT BANHO 2P MARTIPLAST DUAL CBD 900 BR,"KIT BANHO 2P MARTIPLAST DUAL CBD 900 BR . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_PARA_BANHEIRO . Preço final: R$ 56.00 . Descrição do produto: Kit Para Banheiro Martiplast 02 Peças Dual Branco - CBD 900 / Garantia do Fabricante:03 meses / Marca:Martiplast / Modelo:Dual / Referência:CBD 900 / Cor:Branco / Quantidade de Peças:02 / Capacidade:Porta Sabonete Líquido 500ml / Cuidados:Sugere-se higienizar com sabão neutro e esponja macia, evitando produtos abrasivos no processo de limpeza. / Conteúdo da embalagem:01 Porta Escova De Dente Dual, 01 Porta Sabonete Líquido 500ml Dual / Dimensões (AxLxP):21 x 8,3 x 16,8 cm / Peso:360g / EAN:7908466005962 / Aviso: . Avaliado por 17 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""funcionalidade"",""design bonito"",""sophisticação"",""utilidade"",""recomendação""],""Caracteristicas_Negativas"":[""fragilidade"",""falta de item""]} . Clientes também compraram: 220166 - DISPENSER OU P/DETERGENTE DT500 PT, 219057 - LIXEIRA 12L MARTIPLAST TRIUM LX 4100 BCF, 219056 - LIXEIRA 6L MARTIPLAST TRIUM LX 4000 BCF, 217073 - PORTA ESCOVA MARTIPLAST DUAL PED 900 BR ."
219758,PORTA ESCOVA COZA BULKY 10447/0344 RO,"PORTA ESCOVA COZA BULKY 10447/0344 RO . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_PARA_BANHEIRO . Preço final: R$ 26.00 . Descrição do produto: Porta Escova Coza Com Tampa Bulky Rosa Blush 10447/0344O Porta Escova Bulky é o item perfeito para manter suas escovas de dentes organizadas e protegidas. Com um design moderno e delicado, este porta escova é feito em material resistente e durável. Sua cor rosa blush traz um toque de charme ao ambiente.. Além disso, a tampa ajuda a manter as escovas livres de poeira e outros contaminantes. Com o Porta Escova Coza, você terá um acessório funcional e decorativo para a sua bancada do banheiro, garantindo a higiene e a organização das escovas de dentes. / Garantia do Fabricante:03 meses / Marca:Coza / Linha:Bulky / Modelo:Porta Escova  / Referência:10447/0344 / Cor:Rosa  / Material:Polipropileno / Tampa:Sim, assim evita o contato das escovas com o ambiente externo / Infomações Adicionais:Pode-se retirar a divisória interna, o que permite guardar outros objetos como pincéis de maquiagem etc / Conteúdo da Embalagem:01 porta escova Coza / Dimensões do Produto (AxLxP):20 x 10,7 x 7,5 x cm / Peso do Produto:202 g / EAN:7896553928419 / Aviso: . Avaliado por 18 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""resistência"",""praticidade"",""custo-benefício"",""estética""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 219760 - PORTA SABONETE COZA BULKY 10446/0344 RO, 219756 - SABONETEIRA COZA BULKY-RBT 10445/0344 RO, 213748 - ORGANIZADOR DE PIA MARTIPLAST OP500 VM ."
221456,BISTEQUEIRA TRAMONTINA PARIS 28515728 VM,"BISTEQUEIRA TRAMONTINA PARIS 28515728 VM . Categoria: UTILIDADE DOMÉSTICA > FRIGIDEIRA . Preço final: R$ 114.00 . Descrição do produto: Bistequeira Tramontina Paris Vermelho 28515728 / Garantia do Fabricante:03 meses / Marca:Tramontina / Linha:Paris / Modelo:Bistequeira / Referência:28515728 / Cor:Vermelho e preto / Material:Alumínio / Cabo:Em baquelite antitérmico, material que não aquece / Diâmetro:28 cm / Capacidade:2,3 litros / Revestimento:Interno em antiaderente Starflon Max e externo de silicone / Instruções de Uso:Para mexer os alimentos use somente utensílios de silicone, nylon ou madeira; livre de PFOA / Conteúdo da Embalagem:01 bistequeira Paris / Dimensões do Produto (AxLxP):7,6 x 28 x 46,7 cm / Peso do Produto:840 g / EAN:7891112298262 / Aviso: . Avaliado por 6 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""linda"",""eficiência"",""facilidade"",""ótima qualidade"",""grande capacidade"",""satisfação""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 219563 - PANQUEQUEIRA TRAMONTINA TURIM 20264822, 201231 - PANQUEQUEIRA TRAMONTINA TURIM 20264/722, 189811 - FRIGIDEIRA TRAMONTINA 32 27816/012 VM, 220984 - FERVEDOR TRAMONTINA PARIS 1,9L 28531714, 215650 - ESPÁTULA MIMO SILICONE GRANDE 5912 VM ."
222154,LIXEIRA 12L TRAMONTINA C/P NEW 94538712,"LIXEIRA 12L TRAMONTINA C/P NEW 94538712 . Categoria: UTILIDADE DOMÉSTICA > LIXEIRA . Preço final: R$ 136.00 . Descrição do produto:. Garantia do Fabricante:03 meses / Marca:Tramontina / Modelo:Lixeira New / Referência:94538712 / Cor:Prata e preto / Material:Aço Inox AISI 430 / Capacidade:12 litros / Acabamento:Polido / Informações Adicionais:Saco de lixo recomendado 15 - 20 L / Conteúdo da Embalagem:01 lixeira com pedal Tramontina / Dimensões do Produto (AxLxP):33,3 x 32,8 x 26,6 cm / Peso do Produto:1,32 kg / EAN:7894693776204 / Aviso: / MANUAL_001:https: / static.bemol.com.br/pages/bemol/manuais/222154.pdf . Avaliado por 19 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""praticidade"",""beleza"",""resistência"",""facilidade de limpeza"",""design elegante"",""durabilidade"",""capacidade""],""Caracteristicas_Negativas"":[""preço alto"",""tamanho pequeno""]} . Clientes também compraram: 222153 - LIXEIRA 5L TRAMONTINA C/P NEW 94538705, 165182 - LIXEIRA 5L TRAMONTINA C/P 94538/105 IN, 221714 - CESTO MARTIPLAST C/T CO 570 PT, 165183 - LIXEIRA 12L TRAMONTINA C/P 94538/112 IN, 108479 - VARAL MOR P/CHÃO C/ABAS 006005 BR ."
223392,FORMA ROCHEDO P/BOLO 24CM FPBT PR,"FORMA ROCHEDO P/BOLO 24CM FPBT PR . Categoria: UTILIDADE DOMÉSTICA > ASSADEIRAS_FORMAS . Preço final: R$ 38.00 . Descrição do produto: Forma Para Bolo Rochedo Bolo Perfeito 24cm Prata FPBT / Garantia do Fabricante:03 Meses / Marca:Rochedo / Modelo:Para bolo / Referência:24 FPBT / Cor:Prata / Material:Aluminio / Volume Total: 2,7 L / Fonte de Calor: Forno / Conteúdo da Embalagem:01 Forma Para Bolo Rochedo 24 FPBT Prata / Dimensões do Produto (AxLxP):25,1 x 8 x 25,1 cm / Peso do Produto:223g / EAN:7896075033370 / Aviso: . Avaliado por 12 clientes, com nota média de 4.8 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""praticidade"",""facilidade de manuseio"",""facilidade de limpeza"",""qualidade excelente"",""recomendação""],""Caracteristicas_Negativas"":[""demora na entrega""]} . Clientes também compraram: 223393 - FORMA ROCHEDO P/PUDIM 20CM FPPT PR, 108307 - ASSADEIRA TRAMONTINA FD 34 20051/034 PT, 223395 - ASSADEIRA ROCHEDO RET 2,8L FPF2 PR, 223394 - FORMA ROCHEDO P/BOLO RED 30CM FPRE PR, 108306 - ASSADEIRA TRAMONTINA FD 28 20051/028 PT ."
223399,FRIGIDEIRA ROCHEDO FUNDA 22 FF18 VM,"FRIGIDEIRA ROCHEDO FUNDA 22 FF18 VM . Categoria: UTILIDADE DOMÉSTICA > FRIGIDEIRA . Preço final: R$ 46.00 . Descrição do produto: Frigideira Rochedo Funda Limpa Fácil Vermelho FF18A Frigideira Rochedo Funda Limpa Fácil Vermelho FF18 é uma opção prática e versátil para preparar diversas receitas em sua cozinha. Ela é feita de alumínio, um material que conduz o calor de forma uniforme, garantindo que os alimentos cozinhem por igual.. A frigideira possui um diâmetro de 22 cm, o que é ideal para preparar receitas para até 4 pessoas. Ela também possui um revestimento interno e externo em antiaderente Starflon Max, que não gruda, é fácil de limpar e é mais durável do que os antiaderentes convencionais.. A frigideira possui alças de baquelite antitérmico, que proporcionam segurança durante o manuseio. Ela também pode ser levada ã máquina de lavar louças, o que facilita a limpeza. / Garantia do Fabricante:03 Meses / Marca:Rochedo / Modelo:Limpa fácil / Referência:FF18 / Cor:Vermelha / Material:Aluminio / Revestimento:Antiaderente / Volume Total:2,1 Litros / Material do Cabo:Baquelite / Comprimento do Cabo:15,5cm / Conteúdo da Embalagem:01 Frigideira Rochedo 22 Funda FF18 Vermelha / Dimensões do Produto (AxLxP):23 x 9,8 x 38 cm / Peso do Produto:322g / EAN:7896075033547 / Aviso: . Avaliado por 6 clientes, com nota média de 4.8 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""boa qualidade"",""desempenho"",""design atraente"",""custo-benefício"",""satisfação""],""Caracteristicas_Negativas"":[""queimadura"",""baixa qualidade""]} . Clientes também compraram: 220984 - FERVEDOR TRAMONTINA PARIS 1,9L 28531714, 223402 - FRIGIDEIRA ROCHEDO FUNDA 24 FF24 VM, 223400 - FRIGIDEIRA ROCHEDO FUNDA 20 FF20 VM, 215650 - ESPÁTULA MIMO SILICONE GRANDE 5912 VM, 223401 - FRIGIDEIRA ROCHEDO FUNDA 22 FF22 VM ."
225942,JARRA PARAMOUNT LUXXOR 3L 1140,"JARRA PARAMOUNT LUXXOR 3L 1140 . Categoria: UTILIDADE DOMÉSTICA > JARRAS . Preço final: R$ 72.00 . Descrição do produto: Jarra Paramount Luxxor 3 Litros Transparente 1140 / Garantia do Fabricante:03 meses / Marca:Paramount / Modelo:Luxxor / Referência:1140 / Cor:Transparente / Material:Acrílico / Capacidade:3 litros / Tampa:Possui tampa para manter o líquido conservado e manter a temperatura por mais tempo / Informações Adicionais:Tem design clássico e versátil para combinar com qualquer tipo de mesa / Conteúdo da Embalagem:01 jarra Paramount / Dimensões do Produto (AxL):27,5 x 20,5 cm / Dimensões da Embalagem (AxL):32 x 26 x 20 cm / Peso do Produto:460 g / EAN:7898943566928 / Aviso: . Avaliado por 7 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""alta qualidade"",""resistência"",""design atraente"",""capacidade adequada"",""fácil manuseio""],""Caracteristicas_Negativas"":[""fragilidade""]} . Clientes também compraram: 225943 - JARRA PARAMOUNT ACQUA 2,5L 1737, 187603 - COLHER P/ARROZ TRAMONTINA 63815/101 IN, 185308 - JG 5P JARRA/COPO UZ UZ216 VM, 186870 - COLHER P/COQUETEL TRAMONTINA 63999/525 ."
227046,BANDEJA NORITEX QUAD 420-474187 PT,"BANDEJA NORITEX QUAD 420-474187 PT . Categoria: UTILIDADE DOMÉSTICA > BANDEJAS_TRAVESSAS_BAIXELAS . Preço final: R$ 139.00 . Descrição do produto: Bandeija Noritex Quadrada Preto/Amarelo 420-474187 / Garantia do Fabricante:03 meses / Marca:Noritex / Referência:420-474187 / Cor:Preto / Material:Plástico / Uso:Decorativo / Conteúdo da Embalagem:01 bandeja Redonda / Dimensões do Produto (AxLxP):48x35x4cm / Peso do Produto:Não informado pelo fabricante / EAN:7450119226137 / Aviso: . Clientes também compraram: 201993 - POTE MARTIPLAST HERM C/T 1L OB200 TR/BR, 229813 - BOMBONIERE PARAMOUNT 1,3L LIV 1662 TR, 227866 - GARRAFA TÉRM ROJEMAC 600ML 29083 BR, 218629 - CAFETEIRA B+D CM15-BR PT/IN, 206273 - BANDEJA MIMO RET 40CM 7164 BLK ."
227730,JG 6P XÍCARA HAUSKRAFT HONEY JGXC055 BR,"JG 6P XÍCARA HAUSKRAFT HONEY JGXC055 BR . Categoria: UTILIDADE DOMÉSTICA > CONJ_DE_CHA_E_CAFE . Preço final: R$ 79.00 . Descrição do produto: Jogo De Xícaras Hauskraft Para Café 12 Peças Honey 90ml Branco JGXC055 / Garantia do Fabricante:03 meses / Marca:Hauskraft / Fornecedor:Etilux / Linha:Honey / Modelo:Para Café / Referência:JGXC055 / Cor:Branco / Material:Porcelana / Formato:Redondo / Capacidade:90 ml / Cuidados:Lave o produto somente com sabão neutro e esponja macia; Para secar, utilize um pano seco e macio / Informações Adicionais:No caso de quebra cuidado ao manusear, pois poderá produzir cacos cortantes e perfurantes / Conteúdo da Embalagem:06 xícaras para café e 06 pires Hauskraft / Dimensões do Produto (AxLxP):Xícara 5 x 8 x 6 cm | pires 1,5 x 11 x 11 cm / Peso do Produto:1,380 kg / EAN:7896980461077 / Aviso: . Avaliado por 4 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""design bonito"",""praticidade"",""ideal para presentear"",""economia de espaço""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 227728 - AÇUCAREIRO HAUSKRAFT HONEY PCLN183, 229785 - JG 6P COPO NADIR BRISA 77450200770911, 200690 - JG 6P PRATO FUNDO DURALEX SM400000854N, 200782 - JG 6P PRATO FUNDO NADIR 58430200935439, 200783 - JG 8P JANTAR NADIR PÉTALA 18010201194636 ."
227802,JG 4P ORGANIZADOR MARTIPLAST COB1100 NT,"JG 4P ORGANIZADOR MARTIPLAST COB1100 NT . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA . Preço final: R$ 68.00 . Descrição do produto: Kit Potes Herméticos Martiplast 4 Peças Ou Organizador Block 340ml Natural COB1100 / Garantia do Fabricante:03 meses / Fornecedor:Martiplast / Marca:Ou / Linha:Block / Modelo:Pote Hermético / Referência:COB1100NT / Cor:Natural / Material:Poliestireno / Formato:Seu design foi pensado para que os potes sejam empilhados e facilmente abertos / Capacidade:340 ml / Cuidados:Este produto é BPA Free, não deve ser levado ao freezer ou ao micro-ondas / Informações Adicionais:Possuir anel de vedação feito em silicone com tecnologia que permite abertura suave e vedação perfeita / Conteúdo da Embalagem:04 potes Ou / Dimensões do Produto (AxLxP):14 x 6,6 x 6,6 cm / Peso do Produto:640 g / EAN:7908466020781 / Aviso: . Avaliado por 5 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""organização"",""estética"",""utilidade"",""satisfação""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 201993 - POTE MARTIPLAST HERM C/T 1L OB200 TR/BR, 224749 - KIT 4P POTES MARTIPLAST KTE 101_BEM NT, 217083 - PORTA FRIOS MARTIPLAST CLEAR DP PF150 TR, 217081 - ORGANIZADOR MARTIPLAST C/CESTO OF 350 NT, 224750 - KIT 3P POTES MARTIPLAST KTE 102_BEM NT ."
227805,TRAVESSA MARTIPLAST LUNA ALTA M TL240 BR,"TRAVESSA MARTIPLAST LUNA ALTA M TL240 BR . Categoria: UTILIDADE DOMÉSTICA > BANDEJAS_TRAVESSAS_BAIXELAS . Preço final: R$ 29.00 . Descrição do produto: Travessa Martiplast Ou Luna Alta Média Branco TL240BCF / Garantia do Fabricante:03 meses / Fornecedor:Martiplast / Marca:Ou / Linha:Luna / Modelo:Travessa Retangular / Referência:TL240BCF / Cor:Branco / Material:Poliestireno / Tamanho:Médio / Formato:Retangular / Cuidados:Este produto é BPA FREE, pode ser levado ao freezer ou ao micro-ondas  / Conteúdo da Embalagem:01 travessa Ou / Dimensões do Produto (AxLxP):5,5 x 20 x 33,5 cm / Peso do Produto:250 g / EAN:7897386770831 / Aviso: . Clientes também compraram: 230212 - TRAVESSA PARAMOUNT RET 1814 BR, 201993 - POTE MARTIPLAST HERM C/T 1L OB200 TR/BR, 216426 - SALADEIRA COZA TRIANG 2,5L 10131/0465 VM, 217081 - ORGANIZADOR MARTIPLAST C/CESTO OF 350 NT, 227811 - ESCORREDOR MARTIPLAST MULTIUSO EM770 BR ."
227854,JG 6P XÍCARA HAUSKRAFT P/CHÁ JGCH-044 RO,"JG 6P XÍCARA HAUSKRAFT P/CHÁ JGCH-044 RO . Categoria: UTILIDADE DOMÉSTICA > CONJ_DE_CHA_E_CAFE . Preço final: R$ 149.00 . Descrição do produto: Jogo De Xícaras Hauskraft Para Chá 6 Peças Lamour 160ml Rosa JGCH-044RS / Garantia do Fabricante:03 meses / Marca:Hauskraft / Fornecedor:Etilux / Modelo:Lamour / Referência:JGCH-044RS / Cor:Rosa / Material:Porcelana / Formato:Redondo / Capacidade:160 ml / Cuidados:Use somente esponja macia e sabão neutro; Evite o uso de produtos abrasivos; Para secar utilize um pano seco e macio / Conteúdo da Embalagem:06 xícaras e 06 pires Hauskraft / Dimensões do Produto (AxLxP):Xícara 5,5 x 11 x 9 cm e Pires 2 x 14 x 14 cm / Dimensões da Embalagem (AxLxP):19,5 x 44 x 7 cm / Peso do Produto:2,116 kg / EAN:7896980449426 / Aviso: . Avaliado por 4 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""beleza"",""preço incrível""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 227956 - GARRAFA TÉRM ROJEMAC BIRD 600ML 29085 NU, 219820 - BULE TÉRM MOR AMARE PÊSSEGO 25100918, 201935 - FAQUEIRO 30P TRAMONTINA 23398/488 RO, 227730 - JG 6P XÍCARA HAUSKRAFT HONEY JGXC055 BR ."
228486,PETISQUEIRA FULL FIT 3/D DIAMANTE 27736,"PETISQUEIRA FULL FIT 3/D DIAMANTE 27736 . Categoria: UTILIDADE DOMÉSTICA > BANDEJAS_TRAVESSAS_BAIXELAS . Preço final: R$ 48.00 . Descrição do produto: Petisqueira Full Fit L&#39;Hermitage Diamante Com Divisórias Transparente 27736. Garantia do Fabricante:03 meses / Fornecedor:Full Fit / Marca:L&#39;Hermitage / Linha:Diamante / Modelo:Petisqueira / Referência:27736 / Cor:Transparente / Material:Vidro / Formato:Retangular / Informações Adicionais:Possui 3 divisórias / Conteúdo da Embalagem:01 petisqueira / Dimensões do Produto (AxLxP):2,5 x 30 x 13 cm cm / Peso do Produto:780 g / EAN:7893220278976 / Aviso: . Avaliado por 5 clientes, com nota média de 4.8 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""lindo"",""delicado"",""perfeito"",""charme""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 228489 - JG 4P PRATOS FULL FIT P/SOBREMESA 28535, 227837 - AÇUCAREIRO ROJEMAC BUTTERFLY 29273 TR, 215707 - JG 2P XÍCARA LYOR P/CHÁ C/PIRES 1679 TR, 205429 - JG 4P CANECA NADIR AMERIC 59100201003861, 227957 - LEITEIRA ROJEMAC VDR 500ML 29126 ."
228782,FACA MIMO CHEF PREMIUM 7805 IN,"FACA MIMO CHEF PREMIUM 7805 IN . Categoria: UTILIDADE DOMÉSTICA > UTENSILIOS_DOMESTICOS . Preço final: R$ 64.00 . Descrição do produto: Faca Mimo Style Chef Premium 8 Inox Preto 7805. Garantia do Fabricante:03 meses / Marca:Mimo Style / Linha:Premium / Modelo:Faca Chef / Referência:7805 / Cor:Preto / Material:Aço inoxidável / Cabo:Polipropileno / Lâmina:20 cm / Pode ir ao Micro-Ondas:Não / Pode ir Máquina Lava-Louças:Sim / Informações Adicionais:Possui uma lâmina extremamente afiada, combinando mais precisão no corte com ultra conforto / Conteúdo da Embalagem:01 faca chef Mimo Style / Dimensões do Produto (AxLxP):32 x 4,5 x 2 cm / Peso do Produto:130 g / EAN:7908216110793 / Aviso: . Clientes também compraram: 173444 - AFIADOR DE FACAS MOR 3901 PT, 199030 - TÁBUA MIMO P/CORTE GOURM ECOKITCHEN 5934, 170759 - FACA TRAMONTINA P/CARNE 7 PREM 24473/187, 199040 - TÁBUA MIMO P/CORTE GOURM ECOKITCHEN 5936, 193017 - RALADOR TRAMONTINA 25106/400 IN ."
229685,LIXEIRA 5L COZA FLORA 10484/0533 AZ,"LIXEIRA 5L COZA FLORA 10484/0533 AZ . Categoria: UTILIDADE DOMÉSTICA > LIXEIRA . Preço final: R$ 52.00 . Descrição do produto: Lixeira 5L Coza Flora Ocean Press Plástico Azul Atlantic 104840533. Garantia do Fabricante:03 meses / Marca:Coza / Linha:Flora Ocean / Modelo:Lixeira 5 litros / Referência:104840533 / Cor:Azul / Material:Polipropileno / Abertura:Click, facilita o manuseio / Informações Adicionais:É ideal para organização da casa, deixando o lixo vedado / Conteúdo da Embalagem:01 lixeira press Coza / Dimensões do Produto (AxLxP):25,6 x 20 x 20 cm / Peso do Produto:70 g / EAN:7896553904826 / Aviso: . Avaliado por 3 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""praticidade"",""facilidade de limpeza"",""bom preço"",""recomendação""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 219056 - LIXEIRA 6L MARTIPLAST TRIUM LX 4000 BCF, 108479 - VARAL MOR P/CHÃO C/ABAS 006005 BR, 108478 - VARAL MOR P/CHÃO 006004 BR, 193947 - RALADOR MIMO 4 FACES QUAD 453 IN, 201993 - POTE MARTIPLAST HERM C/T 1L OB200 TR/BR ."
229725,POTE COZA LOCK 1L 10192/3009 CRT,"POTE COZA LOCK 1L 10192/3009 CRT . Categoria: UTILIDADE DOMÉSTICA > POTES . Preço final: R$ 29.00 . Descrição do produto: Pote Hermético Coza Lock 1L Cristal 101923009. Garantia do Fabricante:03 meses / Marca:Coza / Modelo:Lock / Referência:101923009 / Cor:Cristal / Material:Polipropileno / Tampa:Hermético, mantendo o sabor e a textura dos alimentos por mais tempo / Formato:Retangular / Capacidade:1 litro / Informações Adicionais:Traz design contemporâneo, resistência e durabilidade; Pode ser utilizado na geladeira ou no armário / Conteúdo da Embalagem:01 pote hermético Coza / Peso do Produto:210 g / EAN:7896553913422 / Aviso: . Avaliado por 5 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""beleza"",""satisfação"",""preço bom"",""funcionalidade""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 229726 - POTE COZA LOCK 1,5L 10193/3009 CRT, 229727 - POTE COZA LOCK 2L 10194/3009 CRT, 229724 - POTE COZA LOCK 400ML 10191/3009 CRT, 201993 - POTE MARTIPLAST HERM C/T 1L OB200 TR/BR, 217083 - PORTA FRIOS MARTIPLAST CLEAR DP PF150 TR ."
