CODIGO_PRODUTO,DESCRICAO_MATERIAL,TEXTO_DESCRITIVO
189311,JG LIDER BOLICHE PATRULHA CANINA 2481,"JG LIDER BOLICHE PATRULHA CANINA 2481 . Categoria: BRINQUEDOS > ESPORTE_INFANTIL . Preço final: R$ 122.00 . Descrição do produto: Jogo de Boliche Patrulha Canina Líder 2481 / Garantia do Fabricante:03 Meses / Marca:Líder / Modelo:Boliche / Referência:2481 / Personagem: Patrulha Canina / Certificação nacional: Sim / Cor:Estampado / Material:Plástivo atóxico / Número de participantes:1 ou mais / Idade Recomendada:A partir de 3 anos / Produto Certificado:CE-BRI/IQB 00275552668 / Conteúdo da embalagem:1 Jogo de Boliche Patrulha Canina / Dimensões com embalagem (AxLxP):20x29x30cm / Peso:700g / EAN:7899455904819 / Aviso:... Ítens inclusos: 01 Jogo De Boliche Patrulha Canina . Avaliado por 362 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""diversão"",""qualidade"",""educativo"",""segurança"",""resistência"",""interatividade"",""praticidade"",""custo-benefício"",""atraente"",""satisfação""],""Caracteristicas_Negativas"":[""fragilidade"",""desgaste"",""preocupação com durabilidade""]} . Clientes também compraram: 189317 - JG LIDER BOLICHE PRINCESAS 072, 208073 - CHUTE A GOL LIDER MINI TRAVE 309 ."
189318,JG LIDER FRESCOBOL PRINCESAS 2525,"JG LIDER FRESCOBOL PRINCESAS 2525 . Categoria: BRINQUEDOS > ESPORTE_INFANTIL . Preço final: R$ 78.00 . Descrição do produto: Conjunto para Frescobol 3 Peças Princesas Lider 2405 Plástico / Atenção: / Categoria do produto:Brinquedos diversos / Composição/Material:Plástico / Cor:Rosa/Branco / Dimensões aproximadas do produto-cm (AxLxP):21 cm x 37 cm x 2 cm / EAN:7899455905250 / Garantia do Fabricante:3 Meses / Idade Recomendada:Para crianças maiores de 3 anos / Linha/Coleção:Princesas / Mais Informações:Praticar esportes é ótimo para o corpo e a mente, além de ajudar no desenvolvimento das crianças. Portanto, nada melhor que incentivá-las a praticar, mesmo brincando. / Origem de Fabricação:Nacional / Peso liq. aproximado do produto (Kg):40 g / Referência do modelo:2525 / SKU:189318 / angles:2 . Avaliado por 106 clientes, com nota média de 4.8 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""resistência"",""diversão"",""praticidade"",""interação"",""preço bom"",""recomendação"",""educativo"",""estímulo""],""Caracteristicas_Negativas"":[""preço alto"",""quantidade insuficiente"",""esquecimento""]} . Clientes também compraram: 189317 - JG LIDER BOLICHE PRINCESAS 072, 140971 - BONECA MATTEL BB FASHION T7439 SORT, 221781 - BONECA MATTEL BB PRINCESAS HGR00 SORT ."
189325,TRICICLO MAGIC TOYS TICO-TICO MX 2710 AZ,"TRICICLO MAGIC TOYS TICO-TICO MX 2710 AZ . Categoria: BRINQUEDOS > TRICICLO . Preço final: R$ 396.00 . Avaliado por 34 clientes, com nota média de 4.9 estrelas."
193246,BONECA MIMO MORANGUINHO BB FAZ XIXI 4006,"BONECA MIMO MORANGUINHO BB FAZ XIXI 4006 . Categoria: BRINQUEDOS > BONECAS . Preço final: R$ 189.00 . Descrição do produto: Boneca Moranguinho Baby Faz Xixi + Acessórios Mimo / Garantia do Fabricante:03 Meses / Marca:Mimo / Modelo:Boneca Moranguinho / Referência:4006 / Material:Plástico / Faixa Etária:A partir de 3 anos / Conteúdo da Embalagem:01 Boneca Moranguinho / EAN:7899347640061 / Aviso: . Avaliado por 228 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""linda"",""ótima qualidade"",""cheiro agradável"",""resistência"",""diversidade de acessórios"",""bom preço"",""recomendação""],""Caracteristicas_Negativas"":[""dureza"",""preço alto""]} . Clientes também compraram: 231394 - KIT LIVRO DE COLORIR POSTER+GIZ DE CERA, 185626 - CARRINHO DE BONECA LIDER PRINCESA 2390, 201218 - BONECA MIMO MORANGUINHO PEQ C/ACESS 4007, 207802 - BONECA MIMO MORANGUINHO XIXI C/MÁSC 4002, 140971 - BONECA MATTEL BB FASHION T7439 SORT ."
194015,CASINHA DA VOVÓ ELKA ENCAIXE FORMAS 1052,"CASINHA DA VOVÓ ELKA ENCAIXE FORMAS 1052 . Categoria: BRINQUEDOS > PRIMEIRA_INFANCIA . Preço final: R$ 74.00 . Descrição do produto: Brinquedo Elka Casinha da Vovó Encaixe as Formas 1052 / Garantia do Fabricante:03 Meses / Marca:Elka / Modelo:Casinha da Vovó / Referência:1052 / Material:Plástico / Faixa Etária:A partir de 2 anos / Conteúdo da Embalagem:01 Casinha da Vovó / EAN:7896448110523 / Aviso: . Avaliado por 166 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""excelente"",""educativo"",""divertido"",""resistência"",""segurança"",""qualidade"",""interatividade"",""custo benefício"",""colorido""],""Caracteristicas_Negativas"":[""peças pequenas"",""fragilidade"",""necessidade de supervisão""]} . Clientes também compraram: 176992 - CASINHA DE ATIVIDADES DISMAT MK211, 231394 - KIT LIVRO DE COLORIR POSTER+GIZ DE CERA ."
194019,FOFO BLOCOS ELKA BARCO PIRATA 1045,"FOFO BLOCOS ELKA BARCO PIRATA 1045 . Categoria: BRINQUEDOS > BLOCOS_DE_MONTAR . Preço final: R$ 116.00 . Descrição do produto: Fofo Blocos Elka Barco Pirata 13 Peças Colorido 1045. Garantia do Fabricante:03 meses / Marca:Elka / Linha:Fofo Blocos / Modelo:Barco Pirata / Referência:1045 / Cor:Colorido / Material:PVC / Faixa Etária:A partir de 12 meses / Quantidade de peças:13 peças / Informações Adicionais:Um lindo barco com rodas livres, boneco pirata, blocos e peças fofinhas / Conteúdo da Embalagem:01 kit barco Elka / Peso do Produto:660 g / EAN:7896448110455 / Aviso: . Avaliado por 119 clientes, com nota média de 4.8 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""durabilidade"",""segurança"",""diversão"",""educação"",""interatividade"",""recomendação"",""preço bom"",""maciço""],""Caracteristicas_Negativas"":[""fragilidade"",""falta de peças""]} . Clientes também compraram: 215880 - BABY TRUCK ROMA BASCULANTE 200, 201148 - BLOCO DISMAT TREM PUXA ZOO MK362 ."
194020,FOFO BLOCOS ELKA GALINHA PINTADINHA 1047,"FOFO BLOCOS ELKA GALINHA PINTADINHA 1047 . Categoria: BRINQUEDOS > BLOCOS_DE_MONTAR . Preço final: R$ 79.00 . Descrição do produto: Desperte a criatividade e a imaginação da criançada com o Elka Fofo Blocos Galinha Pintadinha Mini 15 Peças 1047. Blocos macios e seguros: / Perfeitos para mãos pequenas, os blocos Fofo Blocos são feitos de material macio e atóxico, garantindo a segurança dos pequenos durante a brincadeira.. Diversão sem limites: / Com 15 peças, as crianças podem criar torres, castelos, animais e tudo o que a imaginação permitir.. Proporcione horas de diversão e aprendizado para os pequenos! / Garantia do Fabricante:03 Meses / Marca:Elka  / Referências:1047 / Idade:12 Meses / Material:Prolipropileno / Personagem:Galinha Pintadinha / Conteúdo da Embalagem:15 Brinquedo blocos  / Dimensões do Produto(AxLxP): 24x10x21cm / Peso Aproximado:0,390g / EAN:7896448110479 / Aviso:Imagens Meramente Ilustrativas.   . Avaliado por 120 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""resistência"",""segurança"",""educativo"",""diversão"",""maciez"",""praticidade"",""cores"",""desenvolvimento motor""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 231394 - KIT LIVRO DE COLORIR POSTER+GIZ DE CERA, 176992 - CASINHA DE ATIVIDADES DISMAT MK211, 221781 - BONECA MATTEL BB PRINCESAS HGR00 SORT, 197732 - FAZENDINHA ELKA GALINHA PINTADINHA 1088 ."
195605,MALETA ROMA DR CANINO 5510 AZ/VM,"MALETA ROMA DR CANINO 5510 AZ/VM . Categoria: BRINQUEDOS > BRINCADEIRAS_E_FAZ_DE_CONTA . Preço final: R$ 138.00 . Descrição do produto: Brinquedo Roma Jensen Maleta Dr. Canino 5510 Cores Sortidas. A Maleta Dr. Canino tem tudo que os pequenos apaixonados por pets precisam para aprender sobre os cuidados com os bichinhos. Essa maleta vem com diversos acessórios, como a duchinha que funciona com água de verdade, frascos para shampoo, secador, pente, estetoscópio, seringa, martelinho, entre outros acessórios, que ficam sempre organizados dentro dela. Este brinquedo é recomendado para crianças a partir dos 4 anos. / Atenção:Modelos sortidos vendidos de acordo com a disponibilidade em estoque. Não é possível escolher o modelo em nossa loja online / Garantia do Fabricante:03 Meses / Marca:Roma Jensen / Modelo:Maleta Dr. Canino / Cor:Sortido / Material:Plástico / Referência do modelo:5510 / Idade Recomendada:Acima de 3 anos / Gênero:Menino e  Menina / Personagem:Dr. Canino  / Número de participantes:A partir de 01 / Conteúdo da Embalagem:01 Maleta e acessórios / Observações:Cores e acessórios podem variar de acordo com a disponibilidade em estoque / Aviso: / Peso:1.048 kg / Dimensões (AxLxP):20 x 19,5 x 31,5 cm / EAN:7896965255103 . Avaliado por 197 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""diversão"",""educativo"",""criatividade"",""durabilidade"",""interação"",""recomendação"",""resistência"",""satisfação""],""Caracteristicas_Negativas"":[""funcionalidade"",""preço alto"",""peças mal encaixadas""]} . Clientes também compraram: 222952 - MALETA ROMA DR CANINO 5512 RO, 231394 - KIT LIVRO DE COLORIR POSTER+GIZ DE CERA ."
196423,TOCADOR MÚSICA MATTEL FP CANTE APD FPV02,"TOCADOR MÚSICA MATTEL FP CANTE APD FPV02 . Categoria: BRINQUEDOS > PRIMEIRA_INFANCIA . Preço final: R$ 117.00 . Descrição do produto: Desperte a criatividade e o desenvolvimento do seu bebê com Fisher Price Aprender e Brincar!. Diversão Educativa: / O brinquedo possui botões coloridos que ativam músicas, sons e frases divertidas, ensinando o alfabeto, cores, números e formas de maneira interativa e envolvente.. Estímulo Multissensorial: / As luzes, cores vibrantes e sons estimulam a percepção visual e auditiva do bebê, além de promover a coordenação motora fina ao pressionar os botões.. Aprenda e proporcione ao seu bebê uma experiência de aprendizado divertida e inesquecível! / Garantia do Fabricante:03 Meses / Marca:Fisher Price / Idade:A partir de 06 meses / Personagem:Fisher Price / Material:Plástico / Tocador de Música:Brincar e aprender / Conteúdo da Embalagem:01 Brinquedo Mattel Fisher Price / EAN:887961616583 / Aviso:Imagens Meramente Ilustrativas . Avaliado por 68 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""resistência"",""educativo"",""interativo"",""segurança"",""custo benefício"",""diversão"",""cores vivas"",""som adequado""],""Caracteristicas_Negativas"":[""poucas opções musicais"",""enjoo""]} . Clientes também compraram: 182556 - LIVRINHO DE RIMAS MATTEL FP CDH62, 201562 - CHOCALHO/MORDEDOR ELKA GIRA GIRA 968, 201563 - CHOCALHO/MORDEDOR ELKA GALINHA PINT 1028, 201838 - PIANO MUSICAL MATTEL FP CACHORRINH GFX34, 201829 - BRINQ MATTEL FP CHOCALHO DIVERTIDO DMC42 ."
200736,FOGÃO MAGIC TOYS MORANGUITA 8024,"FOGÃO MAGIC TOYS MORANGUITA 8024 . Categoria: BRINQUEDOS > BRINCADEIRAS_E_FAZ_DE_CONTA . Preço final: R$ 218.00 . Descrição do produto: Brinquedo Fogão Moranguita Magic Toys 8024 / Garantia do Fabricante:03 Meses / Marca:Magic Toys / Modelo:Fogão Infantil / Referência:8024 / Material:Plástico / Faixa Etária:A partir de 3 anos / Peso:1,75 kg / Dimensões do Produto:53 x 27 x 26 cm / EAN:7896839980247 / Aviso: . Avaliado por 79 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""lindo"",""resistente"",""educativo"",""divertido"",""qualidade"",""satisfação"",""design"",""prático"",""acessível"",""ótimo atendimento""],""Caracteristicas_Negativas"":[""falta de peças""]} . Clientes também compraram: 231394 - KIT LIVRO DE COLORIR POSTER+GIZ DE CERA, 177000 - CADEIRA DISMAT BRINKADEIRA COZINHA MK201 ."
200778,BLOCO DISMAT BOX BLOCK PINOS MK165,"BLOCO DISMAT BOX BLOCK PINOS MK165 . Categoria: BRINQUEDOS > BLOCOS_DE_MONTAR . Preço final: R$ 48.00 . Descrição do produto: Brinquedo Box Block Pinos Dismat MK165 Colorido / Garantia do Fabricante:03 Meses / Marca:Dismat / Modelo:Bloco de Montar Block Pinos / Referência:MK165 / Cor:Colorido / Material:Plástico / Idade Recomendada:A partir de 18 meses / EAN:7896497501655 / Aviso: . Avaliado por 370 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""resistência"",""educativo"",""divertido"",""colorido"",""prático"",""estimula criatividade"",""ajuda na coordenação motora"",""recomendado""],""Caracteristicas_Negativas"":[""peças pequenas"",""falta de peças"",""tamanho menor que o esperado""]} . Clientes também compraram: 222030 - BLOCO DISMAT ÔNIBUS DA BLOCOLÂNDIA MK423, 213874 - BLOCO DISMAT GIRA-GIRA BLOCOLÂNDIA MK394, 176992 - CASINHA DE ATIVIDADES DISMAT MK211, 228208 - BLOCO DISMAT BLOCOLÂNDIA ENCANTADA MK414, 51156 - CARRO MATTEL HW CITY MINI C/5 1806 SORT ."
201146,BLOCO DISMAT ESTRELAS MÁGICAS MK360,"BLOCO DISMAT ESTRELAS MÁGICAS MK360 . Categoria: BRINQUEDOS > BLOCOS_DE_MONTAR . Preço final: R$ 156.00 . Descrição do produto: Brinquedo Estrelas Mágicas Dismat MK360 Blocos de Montar Colorido / Garantia do Fabricante:03 Meses / Marca:Elka / Modelo:Estrelas Mágicas / Referência:MK360 / Cor:Colorido / Material:Plástico / Quantidade de Peças:53 / Faixa Etária:A partir de 4 anos / EAN:7896497503604 / Aviso: . Avaliado por 290 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""educativo"",""divertido"",""seguro"",""resistente"",""colorido"",""interativo"",""prático"",""acessível"",""desenvolvimento"",""criatividade"",""coordenação motora"",""qualidade""],""Caracteristicas_Negativas"":[""fragilidade"",""poucas peças""]} . Clientes também compraram: 231394 - KIT LIVRO DE COLORIR POSTER+GIZ DE CERA, 186756 - FAZENDINHA DISMAT BRINKADEIRA MK312 ."
201149,BLOCO DISMAT TRENZINHO DO ABC MK363,"BLOCO DISMAT TRENZINHO DO ABC MK363 . Categoria: BRINQUEDOS > BLOCOS_DE_MONTAR . Preço final: R$ 68.00 . Descrição do produto: Brinquedo Trenzinho do ABC Dismat MK363 Blocos de Montar Colorido / Garantia do Fabricante:03 Meses / Marca:Dismat / Modelo:Bloco Trenzinho / Referência:MK363 / Cor:Colorido / Material:Plástico / Faixa Etária:A partir de 18 meses / Conteúdo da Embalagem:01 Jogo Bloco Trenzinho com 44 Peças / EAN:7896497503635 / Aviso: . Avaliado por 265 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""educativo"",""divertido"",""resistente"",""fácil de montar"",""boa qualidade"",""custo-benefício"",""interativo"",""colorido"",""estimula a coordenação motora"",""ajuda no aprendizado""],""Caracteristicas_Negativas"":[""adesivos desbotam"",""adesivos não fixam"",""peças faltando"",""cores não correspondem""]} . Clientes também compraram: 228205 - BLOCO DISMAT BOX FAZENDINHA MK348, 222030 - BLOCO DISMAT ÔNIBUS DA BLOCOLÂNDIA MK423, 213869 - BLOCO DISMAT IMAGIBLOCOS MK402, 213876 - BLOCO DISMAT RAMPA MALUCA MK367, 231394 - KIT LIVRO DE COLORIR POSTER+GIZ DE CERA ."
201562,CHOCALHO/MORDEDOR ELKA GIRA GIRA 968,"CHOCALHO/MORDEDOR ELKA GIRA GIRA 968 . Categoria: BRINQUEDOS > PRIMEIRA_INFANCIA . Preço final: R$ 22.00 . Descrição do produto: Chocalho Mordedor Infantil Elka Gira-Gira 968 / Garantia do Fabricante:03 Meses / Marca:Elka / Modelo:Chocalho e Mordedor / Referência:968 / Cor:Colorido / Material:Plástico / Faixa Etária:A partir de 3 meses / Conteúdo da Embalagem:01 Chocalho e Mordedor / EAN:7896448196800 / Aviso: . Avaliado por 156 clientes, com nota média de 4.8 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""excelente"",""qualidade"",""resistência"",""atratividade"",""segurança"",""diversão"",""preço acessível"",""distrai"",""recomendação""],""Caracteristicas_Negativas"":[""dureza"",""peso"",""insatisfação"",""material duro"",""não recomendado""]} . Clientes também compraram: 201563 - CHOCALHO/MORDEDOR ELKA GALINHA PINT 1028, 231305 - MORDEDOR BDA CHAVES DIVERTIDAS 3111, 140971 - BONECA MATTEL BB FASHION T7439 SORT, 230044 - CHOCALHO ELKA ESTICADINHO LEÃO 1111, 231394 - KIT LIVRO DE COLORIR POSTER+GIZ DE CERA ."
201563,CHOCALHO/MORDEDOR ELKA GALINHA PINT 1028,"CHOCALHO/MORDEDOR ELKA GALINHA PINT 1028 . Categoria: BRINQUEDOS > PRIMEIRA_INFANCIA . Preço final: R$ 28.00 . Descrição do produto: Chocalho Mordedor Infantil Elka Gira- Gira Galinha Pintadinha Mini 1028 / Garantia do Fabricante:03 Meses / Marca:Elka / Modelo:Chocalho E Mordedor / Referência:1028 / Cor:Sortido / Material:Metal / Faixa Etária:A partir de 3 anos / Conteúdo da Embalagem:01 Chocalho E Mordedor Galinha Pintadinha / EAN:7896448110288 / Aviso: . Avaliado por 128 clientes, com nota média de 4.8 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""resistência"",""atratividade"",""segurança"",""design colorido"",""satisfação"",""entrega rápida"",""bom atendimento"",""diversão""],""Caracteristicas_Negativas"":[""dureza"",""barulho excessivo"",""insatisfação""]} . Clientes também compraram: 201562 - CHOCALHO/MORDEDOR ELKA GIRA GIRA 968, 140971 - BONECA MATTEL BB FASHION T7439 SORT, 201565 - CHOCALHO/MORDEDOR ELKA GALINHA PINT 1053, 231310 - MORDEDOR BDA C/ÁGUA TURMA DA MÔNICA 3059, 201566 - CHOCALHO ELKA MICKEY 1059 ."
201568,CHOCALHO ELKA GALINHA PINTADINHA 907,"CHOCALHO ELKA GALINHA PINTADINHA 907 . Categoria: BRINQUEDOS > PRIMEIRA_INFANCIA . Preço final: R$ 16.00 . Descrição do produto: O Chocalho Infantil Elka é o brinquedo perfeito para estimular os sentidos do seu bebê e proporcionar horas de diversão!. Cores vibrantes e sons divertidos: / O personagem Galinha Pintadinha, conhecido e amado pelas crianças, torna a brincadeira ainda mais divertida.. Desenvolvimento motor e sensorial: / O chocalho leve e fácil de segurar incentiva o desenvolvimento da coordenação motora fina do bebê..   / Garantia do Fabricante:03 Meses / Marca:Elka / Referência:907 / Material: Plástico e Vinil / Idade:A partir de 03 Mês / Personagem:Galinha Pintadinha / Conteúdo da Embalagem:01 Chocalho Galinha Pintadatinha  / EAN:7896448190709 / Aviso:Imagens Meramente Ilustrativas. /   . Avaliado por 70 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""beleza"",""preço acessível"",""segurança"",""diversão"",""satisfação"",""recomendação"",""design"",""leveza"",""som suave""],""Caracteristicas_Negativas"":[""fragilidade"",""qualidade do adesivo"",""dureza do material""]} . Clientes também compraram: 201565 - CHOCALHO/MORDEDOR ELKA GALINHA PINT 1053, 140971 - BONECA MATTEL BB FASHION T7439 SORT, 201562 - CHOCALHO/MORDEDOR ELKA GIRA GIRA 968, 201567 - CHOCALHO ELKA MINNIE 1060, 201563 - CHOCALHO/MORDEDOR ELKA GALINHA PINT 1028 ."
201733,MASSINHA HASBRO PLAYDOH LETRAS E8532,"MASSINHA HASBRO PLAYDOH LETRAS E8532 . Categoria: BRINQUEDOS > EDUCATIVO_PRE_ESCOLAR . Preço final: R$ 48.00 . Descrição do produto: Brinquedo Hasbro Massinha Play-Doh Letras E8532 / Aviso: / Conteúdo da Embalagem:01 Brinquedo / Cor:Colorido / EAN:5010993656325 / Garantia:Contra defeitos de fabricação / Gênero:Menino / Menina / Idade Recomendada:A partir de 3 anos / Marca:PLAY-DOH / Material:Plástico e massinha / Modelo:E8532 / Número de Participantes:A partir de 01 / Observação:Cores e modelos podem variar / Personagem:Letras / Peso:0,25 / angles:2 . Avaliado por 88 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""educativo"",""divertido"",""boa qualidade"",""interessante"",""criativo"",""eficiente"",""recomendado"",""prático"",""estimula a criatividade"",""ajuda no desenvolvimento""],""Caracteristicas_Negativas"":[""perda de consistência"",""dificuldade de recuperação"",""durabilidade insatisfatória""]} . Clientes também compraram: 231394 - KIT LIVRO DE COLORIR POSTER+GIZ DE CERA, 214467 - MASSINHA HASBRO PD MINI BALDE B4453 SORT ."
